16086953 21500.000000 d 10000.000000 31500.000000 10/4/2018 
16086953 31500.000000 d 5000.000000 36500.000000 10/3/2018 
16086953 36500.000000 d 5000.000000 41500.000000 10/3/2018 
16086953 41500.000000 w 30000.000000 11500.000000 10/4/2018 
16086953 11500.000000 d 50000.000000 61500.000000 10/4/2018 
16086953 61500.000000 w 30000.000000 31500.000000 11/4/2018 
16081780 26000.000000 d 30000.000000 56000.000000 11/4/2018 
16086953 31500.000000 d 1000.000000 32500.000000 11/4/2018 
16086953 32500.000000 w 10000.000000 22500.000000 11/4/2018 
16081780 56000.000000 d 10000.000000 66000.000000 11/4/2018 
16087106 0.000000 d 10000.000000 10000.000000 11/4/2018 
16087106 10000.000000 d 10000.000000 20000.000000 11/4/2018 
16086953 22500.000000 w 1000.000000 21500.000000 11/4/2018 
16087106 20000.000000 d 1000.000000 21000.000000 11/4/2018 
16086953 21500.000000 w 1000.000000 20500.000000 11/4/2018 
16087106 21000.000000 d 1000.000000 22000.000000 11/4/2018 
16086953 20500.000000 w 5000.000000 15500.000000 11/4/2018 
16087106 22000.000000 d 5000.000000 27000.000000 11/4/2018 
16087106 27000.000000 w 7000.000000 20000.000000 11/4/2018 
16081780 66000.000000 d 10000.000000 76000.000000 13/4/2018 
16081780 76000.000000 w 50000.000000 26000.000000 13/4/2018 
16086953 15500.000000 d 50000.000000 65500.000000 13/4/2018 
16086953 65500.000000 d 10000.000000 75500.000000 14/4/2018 
16086953 75500.000000 d 10000.000000 85500.000000 15/4/2018 
16086953 85500.000000 d 10000.000000 95500.000000 15/4/2018 
16086953 95500.000000 d 1000.000000 96500.000000 15/4/2018 
16086953 96500.000000 d 1000.000000 97500.000000 15/4/2018 
16086953 97500.000000 w 1000.000000 96500.000000 15/4/2018 
16086953 0.000000 d 1000.000000 1000.000000 15/4/2018 
16086953 97500.000000 d 10000.000000 107500.000000 16/4/2018 
16086953 107500.000000 w 1000.000000 106500.000000 16/4/2018 
16084002 0.000000 d 25000.000000 25000.000000 7/7/2018 
16089127 0.000000 d 250000.000000 250000.000000 27/9/2018 
0 0.000000 d 0.000000 0.000000 27/9/2018 
16089127 250000.000000 d 0.000000 250000.000000 27/9/2018 
0 0.000000 d 39229413150588990000000000000000.000000 39229413150588990000000000000000.000000 27/9/2018 
16089127 250000.000000 d 555555.000000 805555.000000 27/9/2018 
16089127 805555.000000 w 505555.000000 300000.000000 28/9/2018 
16089127 300000.000000 d 55.080002 300055.093750 28/9/2018 
16089127 300055.093750 d 200.000000 300255.093750 28/9/2018 
16089127 300255.093750 w 300000.000000 255.093750 28/9/2018 
16084546 0.000000 d 8954.000000 8954.000000 28/9/2018 
16089127 255.093750 d 0.000000 255.093750 4/10/2018 
16089127 255.093750 w 55.000000 200.093750 4/10/2018 
16086953 106500.000000 w 1000.000000 105500.000000 5/10/2018 
16089127 200.093750 w 100.000000 100.093750 5/10/2018 
16086953 105500.000000 w 20000.000000 85500.000000 5/10/2018 
16089127 100.093750 d 20000.000000 20100.093750 5/10/2018 
16086953 85500.000000 d 2000.000000 87500.000000 5/7/2019 
